Survived,Sex,Age,SibSp,Parch,Fare,Embarked_C,Embarked_Q,Embarked_S,Pclass_1,Pclass_2,Pclass_3
1,0,0.007288263382759489,0,2,0.07222738817151159,1.0,0.0,0.0,0.0,1.0,0.0
1,0,0.3465694898215632,0,0,0.015126992566498259,0.0,1.0,0.0,0.0,0.0,1.0
1,1,0.7738125157074642,0,0,0.15614960068643363,0.0,0.0,1.0,1.0,0.0,0.0
1,1,0.18321186227695402,1,0,0.028212719478023115,1.0,0.0,0.0,0.0,0.0,1.0
1,0,0.005152048253329982,1,1,0.03659756266088288,0.0,0.0,1.0,0.0,1.0,0.0
0,0,0.3465694898215632,0,0,0.014110458666029575,1.0,0.0,0.0,0.0,0.0,1.0
0,0,0.2837396330736366,0,0,0.015330377421392339,0.0,0.0,1.0,0.0,0.0,1.0
0,0,0.22090977632570996,0,0,0.016200521071217493,0.0,0.0,1.0,0.0,0.0,1.0
1,1,0.4847951746670017,1,1,0.16231419173453318,1.0,0.0,0.0,1.0,0.0,0.0
0,0,0.2586076903744659,0,0,0.016908073949327893,0.0,0.0,1.0,0.0,0.0,1.0
0,0,0.3465694898215632,0,0,0.015712553569072387,0.0,0.0,1.0,0.0,0.0,1.0
1,0,0.39683337521990447,0,0,0.11027245763075773,0.0,0.0,1.0,0.0,0.0,1.0
1,0,0.3465694898215632,0,0,0.057970539254838485,1.0,0.0,0.0,1.0,0.0,0.0
0,0,0.24604171902488062,0,0,0.015468569817999833,0.0,0.0,1.0,0.0,0.0,1.0
0,0,0.19577783362653933,0,0,0.020494635090094415,0.0,0.0,1.0,0.0,1.0,0.0
1,1,0.37170143252073384,0,0,0.060507970265993034,1.0,0.0,0.0,1.0,0.0,0.0
0,0,0.4282483035938678,0,0,0.012565163180236457,1.0,0.0,0.0,0.0,0.0,1.0
0,0,0.20834380497612465,0,0,0.016908073949327893,0.0,0.0,1.0,0.0,0.0,1.0
0,0,0.5224930887157577,0,0,0.014736618564782174,0.0,0.0,1.0,0.0,0.0,1.0
0,0,0.3465694898215632,8,2,0.13575255909676823,0.0,0.0,1.0,0.0,0.0,1.0
0,0,0.43453128926866047,0,0,0.015411575213749284,1.0,0.0,0.0,0.0,0.0,1.0
0,0,0.3465694898215632,0,1,0.06441171028315387,0.0,0.0,1.0,0.0,1.0,0.0
1,1,0.3465694898215632,1,0,0.17391981561855152,1.0,0.0,0.0,1.0,0.0,0.0
0,0,0.04498617743151546,4,2,0.06104473451835265,0.0,0.0,1.0,0.0,0.0,1.0
0,0,0.9246041719024881,0,0,0.015175789316712771,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.10781603417944208,1,1,0.029757819776815374,1.0,0.0,0.0,0.0,0.0,1.0
1,1,0.19577783362653933,0,1,0.07690367833806856,0.0,0.0,1.0,1.0,0.0,0.0
0,1,0.5476250314149284,1,0,0.050748620223090936,0.0,0.0,1.0,0.0,1.0,0.0
1,1,0.22090977632570996,0,1,0.01824998458022693,0.0,0.0,1.0,0.0,0.0,1.0
1,1,0.5601910027645137,1,1,0.32179836714362564,0.0,0.0,1.0,1.0,0.0,0.0
1,0,0.6355868308620256,0,0,0.051822148727810165,0.0,0.0,1.0,1.0,0.0,0.0
1,1,0.2963056044232219,0,3,0.03758969818624431,1.0,0.0,0.0,0.0,0.0,1.0
0,0,0.3465694898215632,0,0,0.014110458666029575,1.0,0.0,0.0,0.0,0.0,1.0
0,0,0.5099271173661724,2,0,0.027537567642055148,0.0,0.0,1.0,0.0,0.0,1.0
0,0,0.2586076903744659,1,0,0.022446505098674834,0.0,0.0,1.0,0.0,1.0,0.0
1,1,0.5978889168132696,0,0,0.050610427826483444,0.0,0.0,1.0,1.0,0.0,0.0
0,1,0.3465694898215632,8,2,0.13575255909676823,0.0,0.0,1.0,0.0,0.0,1.0
0,0,0.2963056044232219,0,0,0.025374310111545468,0.0,0.0,1.0,0.0,1.0,0.0
1,1,0.5224930887157577,0,0,0.025374310111545468,0.0,0.0,1.0,0.0,1.0,0.0
1,1,0.33400351847197784,1,0,0.027049600139910042,1.0,0.0,0.0,0.0,1.0,0.0
0,0,0.38426740387031916,0,0,0.09856123757927521,0.0,0.0,1.0,1.0,0.0,0.0
0,0,0.3465694898215632,0,0,0.018542765081513996,0.0,0.0,1.0,0.0,0.0,1.0
1,0,0.04498617743151546,1,1,0.021730754366528396,0.0,0.0,1.0,0.0,0.0,1.0
0,0,0.32143754712239253,0,0,0.015411575213749284,0.0,0.0,1.0,0.0,0.0,1.0
1,1,0.5853229454636844,1,1,0.10257896680493714,0.0,0.0,1.0,1.0,0.0,0.0
0,0,0.4093993465694898,0,0,0.009759350042902102,0.0,0.0,1.0,1.0,0.0,0.0
0,0,0.5853229454636844,0,0,0.017566830077223785,0.0,0.0,1.0,0.0,0.0,1.0
1,1,0.3465694898215632,1,0,0.04684488020593009,1.0,0.0,0.0,0.0,1.0,0.0
1,1,0.18321186227695402,0,0,0.014102260811993537,1.0,0.0,0.0,0.0,0.0,1.0
0,0,0.24604171902488062,0,0,0.019217721730481106,0.0,0.0,1.0,0.0,0.0,1.0
0,0,0.23347574767529528,0,0,0.015411575213749284,0.0,0.0,1.0,0.0,0.0,1.0
0,0,0.3465694898215632,0,0,0.015411575213749284,0.0,0.0,1.0,0.0,0.0,1.0
1,1,0.6984166876099522,0,1,0.16231419173453318,1.0,0.0,0.0,1.0,0.0,0.0
1,1,0.3088715757728072,0,1,0.050748620223090936,0.0,0.0,1.0,0.0,1.0,0.0
0,0,0.4093993465694898,0,0,0.015411575213749284,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.2711736617240513,0,0,0.02052723131923771,0.0,0.0,1.0,0.0,0.0,1.0
0,0,0.3465694898215632,0,0,0.020494635090094415,0.0,0.0,1.0,0.0,1.0,0.0
0,0,0.3088715757728072,0,0,0.013760683560491965,0.0,0.0,1.0,0.0,0.0,1.0
0,1,0.4847951746670017,0,5,0.056848213999904744,0.0,1.0,0.0,0.0,0.0,1.0
0,0,0.33400351847197784,0,0,0.025374310111545468,0.0,0.0,1.0,0.0,1.0,0.0
1,1,0.23347574767529528,0,0,0.05855610025741261,0.0,0.0,1.0,1.0,0.0,0.0
0,1,0.3465694898215632,1,2,0.04577135170121086,0.0,0.0,1.0,0.0,0.0,1.0
1,0,0.32143754712239253,0,0,0.05855610025741261,1.0,0.0,0.0,1.0,0.0,0.0
0,0,0.39683337521990447,0,0,0.015126992566498259,0.0,1.0,0.0,0.0,0.0,1.0
